決算月	決算日	当期純利益	資産合計	負債合計	純資産合計	収益合計	費用合計	累計純損益	現金	モバイルSuica	watchSuica	三井住友銀行	ゆうちょ銀行	住信SBIネット銀行	飯塚信用金庫	株式	債券	シエンタ	シエンタ償却額	MAZDA3	MAZDA3償却額	未収入金	未収収益	前払費用	資本金	拠出金	父より	母より	任意積立金	留保利益	食材費	中食費	外食費	酒・お菓子	パーティ	趣味	レジャー費	交際費	事務用品費	消耗品費	医療費	被服費	書籍費	交通費	旅費	家賃	水道光熱費	保育費	養育費	通信費	償却費	雑費	雑損	JALカードSuicaゴールド	ビックカメラSuica	SMBCCARD	Amazonゴールド	Amazon仮勘定	未払金	前受収益	未払費用	税額調整	給与収入	ボーナス	受取利息	有価証券評価損益	有価証券売却損益	受取配当金	雑益
202603	2026/03/31	-281288	444003	235291	208712	0	281288	-281288	-20031	34	0	-26000	0	490000	0	0	0	0	0	0	0	0	0	0	0	0	490000	0	0	0	17292	1438	12331	2164	0	49682	97799	16967	1150	21100	0	0	0	18631	22100	0	0	0	11587	3532	0	5515	0	136802	0	56431	42058	0	0	0	0	0	0	0	0	0	0	0	0
